id,serviceId,serviceName,query,normalizedQuery,clusterId,persona,financingTrigger,lifecycleStage,funnelHeadline,funnelStage,geography,intent,relevanceDisposition,dataStatus,monthlySearches,trendSeasonality,cpc,paidCompetition,difficulty,gscClicks,gscImpressions,gscCtr,gscPosition,answerSocratesObserved,serpValidated,observedAt,leadCaptureScore,authorityBuildScore,confidence,recommendedPageType,targetPath,sourceObservationRefs,evidenceNote
KW-048,bridge-loans,Bridge Loans,bridge mortgage lender Ontario,bridge mortgage lender ontario,bridge-loans-financing-qualification,"Buyer, seller, or investor bridging two transactions","purchase before sale, acquisition gap, or delayed proceeds",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/borrowers/bridge-financing,landing-page-inventory|serp-bridge-loans,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-049,bridge-loans,Bridge Loans,urgent bridge financing Ontario,urgent bridge financing ontario,bridge-loans-immediate-transaction-problem,"Buyer, seller, or investor bridging two transactions","purchase before sale, acquisition gap, or delayed proceeds",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/borrowers/bridge-financing,landing-page-inventory|serp-bridge-loans,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-050,bridge-loans,Bridge Loans,bridge loan without firm sale Ontario,bridge loan without firm sale ontario,bridge-loans-immediate-transaction-problem,"Buyer, seller, or investor bridging two transactions","purchase before sale, acquisition gap, or delayed proceeds",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/borrowers/bridge-financing,landing-page-inventory|serp-bridge-loans,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-051,residential-refinancing,Residential Refinancing,how mortgage refinancing works Ontario,how mortgage refinancing works ontario,residential-refinancing-awareness-education,Homeowner changing debt structure or accessing equity,"renewal, consolidation, cash-out, or rate/term change",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/borrowers/residential-refinancing,landing-page-inventory|serp-residential-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-052,residential-refinancing,Residential Refinancing,what is cash out refinance Canada,what is cash out refinance canada,residential-refinancing-awareness-education,Homeowner changing debt structure or accessing equity,"renewal, consolidation, cash-out, or rate/term change",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/borrowers/residential-refinancing,landing-page-inventory|serp-residential-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-053,residential-refinancing,Residential Refinancing,mortgage refinance break even Ontario,mortgage refinance break even ontario,residential-refinancing-project-feasibility,Homeowner changing debt structure or accessing equity,"renewal, consolidation, cash-out, or rate/term change",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/borrowers/residential-refinancing,landing-page-inventory|serp-residential-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-054,residential-refinancing,Residential Refinancing,how much equity to refinance Ontario,how much equity to refinance ontario,residential-refinancing-project-feasibility,Homeowner changing debt structure or accessing equity,"renewal, consolidation, cash-out, or rate/term change",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/borrowers/residential-refinancing,landing-page-inventory|serp-residential-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-055,residential-refinancing,Residential Refinancing,refinance vs renew mortgage Ontario,refinance vs renew mortgage ontario,residential-refinancing-planning-comparison,Homeowner changing debt structure or accessing equity,"renewal, consolidation, cash-out, or rate/term change",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/borrowers/residential-refinancing,landing-page-inventory|serp-residential-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-056,residential-refinancing,Residential Refinancing,refinance vs HELOC Ontario,refinance vs heloc ontario,residential-refinancing-planning-comparison,Homeowner changing debt structure or accessing equity,"renewal, consolidation, cash-out, or rate/term change",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/borrowers/residential-refinancing,landing-page-inventory|serp-residential-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-057,residential-refinancing,Residential Refinancing,mortgage refinance broker Ontario,mortgage refinance broker ontario,residential-refinancing-financing-qualification,Homeowner changing debt structure or accessing equity,"renewal, consolidation, cash-out, or rate/term change",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/borrowers/residential-refinancing,landing-page-inventory|serp-residential-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-058,residential-refinancing,Residential Refinancing,residential refinance lender Ontario,residential refinance lender ontario,residential-refinancing-financing-qualification,Homeowner changing debt structure or accessing equity,"renewal, consolidation, cash-out, or rate/term change",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/borrowers/residential-refinancing,landing-page-inventory|serp-residential-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-059,residential-refinancing,Residential Refinancing,urgent mortgage refinance Ontario,urgent mortgage refinance ontario,residential-refinancing-immediate-transaction-problem,Homeowner changing debt structure or accessing equity,"renewal, consolidation, cash-out, or rate/term change",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/borrowers/residential-refinancing,landing-page-inventory|serp-residential-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-060,residential-refinancing,Residential Refinancing,refinance after bank decline Ontario,refinance after bank decline ontario,residential-refinancing-immediate-transaction-problem,Homeowner changing debt structure or accessing equity,"renewal, consolidation, cash-out, or rate/term change",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/borrowers/residential-refinancing,landing-page-inventory|serp-residential-refinancing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-061,renovation-financing,Renovation Financing,home renovation financing options Canada,home renovation financing options canada,renovation-financing-awareness-education,Homeowner or buyer funding improvements,"planned renovation, purchase-plus-improvements, or cost overrun",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/borrowers/renovation-financing,landing-page-inventory|serp-renovation-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-062,renovation-financing,Renovation Financing,how renovation loans work Ontario,how renovation loans work ontario,renovation-financing-awareness-education,Homeowner or buyer funding improvements,"planned renovation, purchase-plus-improvements, or cost overrun",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/borrowers/renovation-financing,landing-page-inventory|serp-renovation-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-063,renovation-financing,Renovation Financing,home renovation financing Ontario,home renovation financing ontario,renovation-financing-project-feasibility,Homeowner or buyer funding improvements,"planned renovation, purchase-plus-improvements, or cost overrun",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,yes,representative-serp,2026-07-19,41,83,medium-for-intent-direction,guide-or-tool,/borrowers/renovation-financing,landing-page-inventory|serp-renovation-financing|answer-socrates-2026-07-19,"No fresh volume/CPC/KD available; blank means unknown, not zero. Observed in broad Answer Socrates seed; discovery signal only."
KW-064,renovation-financing,Renovation Financing,renovation loan eligibility Ontario,renovation loan eligibility ontario,renovation-financing-project-feasibility,Homeowner or buyer funding improvements,"planned renovation, purchase-plus-improvements, or cost overrun",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/borrowers/renovation-financing,landing-page-inventory|serp-renovation-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-065,renovation-financing,Renovation Financing,HELOC vs refinance for renovations,heloc vs refinance for renovations,renovation-financing-planning-comparison,Homeowner or buyer funding improvements,"planned renovation, purchase-plus-improvements, or cost overrun",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/borrowers/renovation-financing,landing-page-inventory|serp-renovation-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-066,renovation-financing,Renovation Financing,renovation loan vs construction mortgage,renovation loan vs construction mortgage,renovation-financing-planning-comparison,Homeowner or buyer funding improvements,"planned renovation, purchase-plus-improvements, or cost overrun",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/borrowers/renovation-financing,landing-page-inventory|serp-renovation-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-067,renovation-financing,Renovation Financing,renovation financing lender Ontario,renovation financing lender ontario,renovation-financing-financing-qualification,Homeowner or buyer funding improvements,"planned renovation, purchase-plus-improvements, or cost overrun",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/borrowers/renovation-financing,landing-page-inventory|serp-renovation-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-068,renovation-financing,Renovation Financing,purchase plus improvements mortgage Ontario,purchase plus improvements mortgage ontario,renovation-financing-financing-qualification,Homeowner or buyer funding improvements,"planned renovation, purchase-plus-improvements, or cost overrun",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/borrowers/renovation-financing,landing-page-inventory|serp-renovation-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-069,renovation-financing,Renovation Financing,renovation cost overrun financing Ontario,renovation cost overrun financing ontario,renovation-financing-immediate-transaction-problem,Homeowner or buyer funding improvements,"planned renovation, purchase-plus-improvements, or cost overrun",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/borrowers/renovation-financing,landing-page-inventory|serp-renovation-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-070,renovation-financing,Renovation Financing,urgent home improvement loan Ontario,urgent home improvement loan ontario,renovation-financing-immediate-transaction-problem,Homeowner or buyer funding improvements,"planned renovation, purchase-plus-improvements, or cost overrun",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/borrowers/renovation-financing,landing-page-inventory|serp-renovation-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-071,construction-financing,Construction Financing / DrawFlow,how construction financing works Ontario,how construction financing works ontario,construction-financing-awareness-education,"Builder, developer, or owner-builder","land, construction draws, inspection release, or take-out",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/construction-draw-financing,landing-page-inventory|serp-construction-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-072,construction-financing,Construction Financing / DrawFlow,what is a construction draw mortgage,what is a construction draw mortgage,construction-financing-awareness-education,"Builder, developer, or owner-builder","land, construction draws, inspection release, or take-out",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/construction-draw-financing,landing-page-inventory|serp-construction-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-073,construction-financing,Construction Financing / DrawFlow,construction loan draw schedule,construction loan draw schedule,construction-financing-project-feasibility,"Builder, developer, or owner-builder","land, construction draws, inspection release, or take-out",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,observed-historical-third-party,10,Unavailable at query level,Unavailable,Unavailable,Unavailable,0,3,0%,91.3,no,representative-serp,2026-07-17,45,87,high-for-observation-not-forecast,guide-or-tool,/construction-draw-financing,landing-page-inventory|serp-construction-financing|gsc-query-2026-07-19|prior-open-seo-live-metric,Historical Canada-level estimate from 2026-07-17; not refreshed. GSC sample covers only four reporting days.
KW-074,construction-financing,Construction Financing / DrawFlow,construction financing equity requirements Ontario,construction financing equity requirements ontario,construction-financing-project-feasibility,"Builder, developer, or owner-builder","land, construction draws, inspection release, or take-out",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/construction-draw-financing,landing-page-inventory|serp-construction-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-075,construction-financing,Construction Financing / DrawFlow,construction loan vs conventional mortgage,construction loan vs conventional mortgage,construction-financing-planning-comparison,"Builder, developer, or owner-builder","land, construction draws, inspection release, or take-out",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/construction-draw-financing,landing-page-inventory|serp-construction-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-076,construction-financing,Construction Financing / DrawFlow,private vs institutional construction financing,private vs institutional construction financing,construction-financing-planning-comparison,"Builder, developer, or owner-builder","land, construction draws, inspection release, or take-out",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/construction-draw-financing,landing-page-inventory|serp-construction-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-077,construction-financing,Construction Financing / DrawFlow,construction financing Ontario,construction financing ontario,construction-financing-financing-qualification,"Builder, developer, or owner-builder","land, construction draws, inspection release, or take-out",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,observed-historical-third-party,10,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,yes,representative-serp,2026-07-17,84,54,medium-for-intent-direction,service-money-page,/construction-draw-financing,landing-page-inventory|serp-construction-financing|answer-socrates-2026-07-19|prior-open-seo-live-metric,Historical Canada-level estimate from 2026-07-17; not refreshed. Observed in broad Answer Socrates seed; discovery signal only.
KW-078,construction-financing,Construction Financing / DrawFlow,construction mortgage lender Toronto,construction mortgage lender toronto,construction-financing-financing-qualification,"Builder, developer, or owner-builder","land, construction draws, inspection release, or take-out",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/construction-draw-financing,landing-page-inventory|serp-construction-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-079,construction-financing,Construction Financing / DrawFlow,stopped construction draw financing Ontario,stopped construction draw financing ontario,construction-financing-immediate-transaction-problem,"Builder, developer, or owner-builder","land, construction draws, inspection release, or take-out",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/construction-draw-financing,landing-page-inventory|serp-construction-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-080,construction-financing,Construction Financing / DrawFlow,construction lender replacement Ontario,construction lender replacement ontario,construction-financing-immediate-transaction-problem,"Builder, developer, or owner-builder","land, construction draws, inspection release, or take-out",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/construction-draw-financing,landing-page-inventory|serp-construction-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-081,multiplex-financing,Multi-plex Financing,what is multiplex financing Ontario,what is multiplex financing ontario,multiplex-financing-awareness-education,Small developer or investor adding two to six units,"acquisition, conversion, construction, or take-out",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/multiplex-financing,landing-page-inventory|serp-multiplex-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-082,multiplex-financing,Multi-plex Financing,how to finance a fourplex in Toronto,how to finance a fourplex in toronto,multiplex-financing-awareness-education,Small developer or investor adding two to six units,"acquisition, conversion, construction, or take-out",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/multiplex-financing,landing-page-inventory|serp-multiplex-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-083,multiplex-financing,Multi-plex Financing,Toronto multiplex financing feasibility,toronto multiplex financing feasibility,multiplex-financing-project-feasibility,Small developer or investor adding two to six units,"acquisition, conversion, construction, or take-out",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/multiplex-financing,landing-page-inventory|serp-multiplex-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-084,multiplex-financing,Multi-plex Financing,sixplex financing requirements Ontario,sixplex financing requirements ontario,multiplex-financing-project-feasibility,Small developer or investor adding two to six units,"acquisition, conversion, construction, or take-out",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/multiplex-financing,landing-page-inventory|serp-multiplex-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-085,multiplex-financing,Multi-plex Financing,fourplex vs five unit financing Canada,fourplex vs five unit financing canada,multiplex-financing-planning-comparison,Small developer or investor adding two to six units,"acquisition, conversion, construction, or take-out",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/multiplex-financing,landing-page-inventory|serp-multiplex-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-086,multiplex-financing,Multi-plex Financing,multiplex construction loan vs MLI Select,multiplex construction loan vs mli select,multiplex-financing-planning-comparison,Small developer or investor adding two to six units,"acquisition, conversion, construction, or take-out",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/multiplex-financing,landing-page-inventory|serp-multiplex-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-087,multiplex-financing,Multi-plex Financing,multiplex financing Toronto,multiplex financing toronto,multiplex-financing-financing-qualification,Small developer or investor adding two to six units,"acquisition, conversion, construction, or take-out",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/multiplex-financing,landing-page-inventory|serp-multiplex-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-088,multiplex-financing,Multi-plex Financing,fourplex mortgage lender Ontario,fourplex mortgage lender ontario,multiplex-financing-financing-qualification,Small developer or investor adding two to six units,"acquisition, conversion, construction, or take-out",financing-qualification,Buying-signal,financing-qualification,Ontario; Toronto/GTA where explicit,transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,78,48,directional,service-money-page,/multiplex-financing,landing-page-inventory|serp-multiplex-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-089,multiplex-financing,Multi-plex Financing,multiplex construction financing gap Ontario,multiplex construction financing gap ontario,multiplex-financing-immediate-transaction-problem,Small developer or investor adding two to six units,"acquisition, conversion, construction, or take-out",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/multiplex-financing,landing-page-inventory|serp-multiplex-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-090,multiplex-financing,Multi-plex Financing,urgent fourplex acquisition financing,urgent fourplex acquisition financing,multiplex-financing-immediate-transaction-problem,Small developer or investor adding two to six units,"acquisition, conversion, construction, or take-out",immediate-transaction-problem,Buying-signal,immediate-transaction-problem,Ontario; Toronto/GTA where explicit,urgent-transactional,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,94,30,directional,urgent-problem-landing-page,/multiplex-financing,landing-page-inventory|serp-multiplex-financing,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-091,garden-laneway-suites,Garden & Laneway Suite Financing,what is a garden suite Toronto,what is a garden suite toronto,garden-laneway-suites-awareness-education,Toronto homeowner adding a backyard rental,"feasibility, construction, equity access, or draw funding",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/garden-suite,landing-page-inventory|serp-garden-laneway-suites,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-092,garden-laneway-suites,Garden & Laneway Suite Financing,can I build a garden suite Toronto,can i build a garden suite toronto,garden-laneway-suites-awareness-education,Toronto homeowner adding a backyard rental,"feasibility, construction, equity access, or draw funding",awareness-education,Research,awareness-education,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,20,92,directional,guide-or-tool,/garden-suite,landing-page-inventory|serp-garden-laneway-suites,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-093,garden-laneway-suites,Garden & Laneway Suite Financing,garden suites Toronto,garden suites toronto,garden-laneway-suites-project-feasibility,Toronto homeowner adding a backyard rental,"feasibility, construction, equity access, or draw funding",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,observed-historical-third-party,590,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-16,41,83,medium-for-intent-direction,guide-or-tool,/garden-suite,landing-page-inventory|serp-garden-laneway-suites|prior-open-seo-live-metric,Historical Canada-level estimate from 2026-07-16; not refreshed.
KW-094,garden-laneway-suites,Garden & Laneway Suite Financing,garden suite cost Toronto,garden suite cost toronto,garden-laneway-suites-project-feasibility,Toronto homeowner adding a backyard rental,"feasibility, construction, equity access, or draw funding",project-feasibility,Research,project-feasibility,Ontario; Toronto/GTA where explicit,informational,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,38,80,directional,guide-or-tool,/garden-suite,landing-page-inventory|serp-garden-laneway-suites,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-095,garden-laneway-suites,Garden & Laneway Suite Financing,garden suite vs laneway house Toronto,garden suite vs laneway house toronto,garden-laneway-suites-planning-comparison,Toronto homeowner adding a backyard rental,"feasibility, construction, equity access, or draw funding",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/garden-suite,landing-page-inventory|serp-garden-laneway-suites,"No fresh volume/CPC/KD available; blank means unknown, not zero."
KW-096,garden-laneway-suites,Garden & Laneway Suite Financing,HELOC vs construction loan for garden suite,heloc vs construction loan for garden suite,garden-laneway-suites-planning-comparison,Toronto homeowner adding a backyard rental,"feasibility, construction, equity access, or draw funding",planning-comparison,Research,planning-comparison,Ontario; Toronto/GTA where explicit,commercial-investigation,retain,unavailable-not-zero,,Unavailable at query level,Unavailable,Unavailable,Unavailable,,,,,no,representative-serp,2026-07-19,55,68,directional,comparison-guide,/garden-suite,landing-page-inventory|serp-garden-laneway-suites,"No fresh volume/CPC/KD available; blank means unknown, not zero."
