"id","query","normalizedQuery","segmentId","segmentName","borrowerProfile","financingTrigger","primaryFunnelLayer","layerName","secondaryFunnelLayer","intent","geography","clusterId","targetPath","pageType","priority","disposition","evidenceClass","marketMetricStatus","monthlySearches","cpc","difficulty","gscClicks","gscImpressions","gscCtr","gscPosition","fairlendGscStatus","serpValidationQuery","rankingScope","currentRankingUrls","observedAt","confidence","sourceRefs","rationale"
"KW-043","private mortgage lender meaning Canada","private mortgage lender meaning canada","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L1","awareness-education","","informational","Canada with Ontario application","private-guide","/resources/private-mortgage-costs-ontario","Evergreen guide","Hold","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage costs Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage costs and fit guide; Publish only after the existing service owner is strengthened; never compete for “private mortgage lenders Ontario.”"
"KW-044","when to use a private mortgage Ontario","when to use a private mortgage ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L1","awareness-education","","informational","Ontario","private-guide","/resources/private-mortgage-costs-ontario","Evergreen guide","Hold","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage costs Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage costs and fit guide; Publish only after the existing service owner is strengthened; never compete for “private mortgage lenders Ontario.”"
"KW-045","private mortgage costs Ontario","private mortgage costs ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L2","problem-project-feasibility","","informational-feasibility","Ontario","private-guide","/resources/private-mortgage-costs-ontario","Evergreen guide","Hold","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage costs Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage costs and fit guide; Publish only after the existing service owner is strengthened; never compete for “private mortgage lenders Ontario.”"
"KW-046","private mortgage appraisal requirements Ontario","private mortgage appraisal requirements ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L2","problem-project-feasibility","","informational-feasibility","Ontario","private-guide","/resources/private-mortgage-costs-ontario","Evergreen guide","Hold","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage costs Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage costs and fit guide; Publish only after the existing service owner is strengthened; never compete for “private mortgage lenders Ontario.”"
"KW-047","how much equity for a private mortgage","how much equity for a private mortgage","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L2","problem-project-feasibility","","informational-feasibility","Ontario","private-guide","/resources/private-mortgage-costs-ontario","Evergreen guide","Hold","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage costs Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage costs and fit guide; Publish only after the existing service owner is strengthened; never compete for “private mortgage lenders Ontario.”"
"KW-048","fair market value appraisal for private lending","fair market value appraisal for private lending","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L2","problem-project-feasibility","","informational-feasibility","Ontario","private-guide","/resources/private-mortgage-costs-ontario","Evergreen guide","Hold","Retain","first-party exact-query + current SERP","unavailable-not-zero","","","","0","2","0","96.5","exact query observed in fresh GSC","private mortgage costs Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","medium","FP-GSC-03|SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage costs and fit guide; Publish only after the existing service owner is strengthened; never compete for “private mortgage lenders Ontario.”"
"KW-049","private mortgage vs B lender Ontario","private mortgage vs b lender ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L3","evaluation-planning-comparison","","commercial-comparison","Ontario","lender-comparison","/resources/a-vs-b-vs-private-mortgage","Comparison / decision page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","A lender vs B lender vs private mortgage Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports A vs B vs private mortgage comparison; Sole A/B/private comparison owner; individual service pages explain their tier but do not recreate the full matrix."
"KW-050","private mortgage vs second mortgage Ontario","private mortgage vs second mortgage ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L3","evaluation-planning-comparison","","commercial-comparison","Ontario","lender-comparison","/resources/a-vs-b-vs-private-mortgage","Comparison / decision page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","A lender vs B lender vs private mortgage Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports A vs B vs private mortgage comparison; Sole A/B/private comparison owner; individual service pages explain their tier but do not recreate the full matrix."
"KW-051","private mortgage vs HELOC Ontario","private mortgage vs heloc ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L3","evaluation-planning-comparison","","commercial-comparison","Ontario","lender-comparison","/resources/a-vs-b-vs-private-mortgage","Comparison / decision page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","A lender vs B lender vs private mortgage Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports A vs B vs private mortgage comparison; Sole A/B/private comparison owner; individual service pages explain their tier but do not recreate the full matrix."
"KW-052","first vs second private mortgage Ontario","first vs second private mortgage ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L3","evaluation-planning-comparison","","commercial-comparison","Ontario","lender-comparison","/resources/a-vs-b-vs-private-mortgage","Comparison / decision page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","A lender vs B lender vs private mortgage Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports A vs B vs private mortgage comparison; Sole A/B/private comparison owner; individual service pages explain their tier but do not recreate the full matrix."
"KW-053","private mortgage lenders Ontario","private mortgage lenders ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-054","private mortgage broker Ontario","private mortgage broker ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-055","private mortgage rates and fees Ontario","private mortgage rates and fees ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-056","private mortgage qualification Ontario","private mortgage qualification ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-057","bank declined mortgage private lender Ontario","bank declined mortgage private lender ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-058","urgent private mortgage Ontario","urgent private mortgage ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-059","private mortgage for arrears Ontario","private mortgage for arrears ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-060","private mortgage closing in days Ontario","private mortgage closing in days ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-061","how do mortgages work in Ontario","how do mortgages work in ontario","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L1","awareness-education","","informational","Ontario","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-062","mortgage on residential property Ontario","mortgage on residential property ontario","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L1","awareness-education","","informational","Ontario","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-063","first time home buyer mortgage Ontario","first time home buyer mortgage ontario","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L1","awareness-education","","informational","Ontario","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-064","residential mortgage types Canada","residential mortgage types canada","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L1","awareness-education","","informational","Canada with Ontario application","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-065","how much mortgage can I afford Ontario","how much mortgage can i afford ontario","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L2","problem-project-feasibility","","informational-feasibility","Ontario","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-066","Ontario mortgage down payment requirements","ontario mortgage down payment requirements","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L2","problem-project-feasibility","","informational-feasibility","Ontario","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-067","mortgage stress test Ontario calculator","mortgage stress test ontario calculator","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L2","problem-project-feasibility","","informational-feasibility","Ontario","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-068","income needed for mortgage Ontario","income needed for mortgage ontario","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L2","problem-project-feasibility","","informational-feasibility","Ontario","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-069","mortgage broker vs bank Ontario","mortgage broker vs bank ontario","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L3","evaluation-planning-comparison","","commercial-comparison","Ontario","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-070","fixed vs variable mortgage Ontario","fixed vs variable mortgage ontario","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L3","evaluation-planning-comparison","","commercial-comparison","Ontario","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-071","open vs closed mortgage Canada","open vs closed mortgage canada","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L3","evaluation-planning-comparison","","commercial-comparison","Canada with Ontario application","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-072","insured vs uninsured mortgage Canada","insured vs uninsured mortgage canada","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L3","evaluation-planning-comparison","","commercial-comparison","Canada with Ontario application","residential-guide","/resources/ontario-residential-mortgage-guide","Evergreen guide","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","how do mortgages work in Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Ontario residential mortgage guide; Broad residential education only; A/B/private pages own lender-tier qualification and rescue intent."
"KW-073","residential mortgage broker Ontario","residential mortgage broker ontario","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","residential-service","/borrowers/residential-mortgage-financing","Service page","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","residential mortgage broker Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Residential mortgage financing; Owns generic residential commercial intent; does not target A, B, private, HELOC, bridge, or rescue head terms."
"KW-074","mortgage pre approval Ontario","mortgage pre approval ontario","residential","Residential mortgages","Owner-occupier or residential purchaser choosing a suitable mortgage path","Home purchase, pre-approval, renewal, or ordinary residential financing","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","residential-service","/borrowers/residential-mortgage-financing","Service page","P2","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","residential mortgage broker Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.canada.ca/en/financial-consumer-agency/services/mortgages/preapproval-qualify-mortgage.html | https://www.fsrao.ca/consumers/mortgage-brokering/mortgage-application-process | https://www.fsrao.ca/consumers/mortgage-brokering/shopping-mortgage","2026-07-20","directional","SERP-RESIDENTIAL;KP-UNAVAILABLE","Supports Residential mortgage financing; Owns generic residential commercial intent; does not target A, B, private, HELOC, bridge, or rescue head terms."
