id,keyword,clusterId,clusterName,priority,funnelStage,providerIntent,searchVolume,keywordDifficulty,cpc,competition,metricsStatus,opportunityScore,scoreRationale,serpValidation,proposedPageType,sourceSeeds,sourceFiles
keyword-modular-construction-financing-ontario,modular construction financing ontario,modular-prefab-financing,Modular/prefabricated construction financing,P2,feasibility-consideration,,,,,,exact-request-returned-no-row,57,demand:5; attainability:6; local:15; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Financing-readiness guide for off-site deposits and takeout compatibility,,
keyword-multiplex-renovation-toronto,multiplex renovation toronto,multiplex-feasibility,"Multiplex feasibility, conversion, and 5+ unit boundary",P2,awareness-research,,,,,,exact-request-returned-no-row,57,demand:5; attainability:6; local:15; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Feasibility guide + property-screening checklist + 2–4 versus 5+ decision tree,,
keyword-single-family-to-multiplex-toronto,single family to multiplex toronto,multiplex-feasibility,"Multiplex feasibility, conversion, and 5+ unit boundary",P2,awareness-research,,,,,,exact-request-returned-no-row,57,demand:5; attainability:6; local:15; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Feasibility guide + property-screening checklist + 2–4 versus 5+ decision tree,,
keyword-land-and-construction-financing,land and construction financing,construction-financing-readiness,Construction-financing requirements and process,P2,feasibility-consideration,commercial,20,,,0.33,numeric-discovery-metric,56,demand:12; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,construction financing requirements Ontario,05-construction-financing-requirements.json
keyword-td-garden-suite-prices,td garden suite prices,garden-suite-cost-feasibility,"Garden-suite cost, feasibility, permits, rent, and ROI",P1,feasibility-consideration,commercial,10,,,0.29,numeric-discovery-metric,55,demand:8; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Local feasibility guide + cost model + permit/source navigator,garden suite cost Toronto,03-garden-suite-cost.json
keyword-construction-financing-for-builders-ontario,construction financing for builders ontario,builder-capital-readiness,Builder working capital and project-readiness,P2,buying-signal,,,,,,exact-request-returned-no-row,55,demand:5; attainability:6; local:15; asset-fit:9; funnel:10; strategic:10,candidate-needs-live-serp,Builder-readiness guide + document checklist + qualification pathway,,
keyword-construction-loan-budget-template,construction loan budget template,construction-financing-readiness,Construction-financing requirements and process,P2,awareness-research,,,,,,exact-row-returned-volume-unavailable,55,demand:5; attainability:6; local:7; asset-fit:15; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,,07-exact-longtail-metrics.json
keyword-construction-loan-cost-to-complete,construction loan cost to complete,construction-financing-readiness,Construction-financing requirements and process,P2,awareness-research,,,,,,exact-request-returned-no-row,55,demand:5; attainability:6; local:7; asset-fit:15; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,,
keyword-construction-loan-document-checklist,construction loan document checklist,construction-financing-readiness,Construction-financing requirements and process,P2,awareness-research,,,,,,exact-request-returned-no-row,55,demand:5; attainability:6; local:7; asset-fit:15; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,,
keyword-construction-loan-liquidity-requirements,construction loan liquidity requirements,construction-financing-readiness,Construction-financing requirements and process,P2,awareness-research,,,,,,exact-request-returned-no-row,55,demand:5; attainability:6; local:7; asset-fit:15; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,,
keyword-construction-loan-soft-costs,construction loan soft costs,construction-financing-readiness,Construction-financing requirements and process,P2,awareness-research,,,,,,exact-row-returned-volume-unavailable,55,demand:5; attainability:6; local:7; asset-fit:15; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,,07-exact-longtail-metrics.json
keyword-how-do-construction-loan-draws-work,how do construction loan draws work,construction-financing-readiness,Construction-financing requirements and process,P2,awareness-research,,,,,,exact-request-returned-no-row,55,demand:5; attainability:6; local:7; asset-fit:15; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,,
keyword-100-construction-financing,100 construction financing,construction-financing-readiness,Construction-financing requirements and process,P2,feasibility-consideration,commercial,10,,11.6,0.86,numeric-discovery-metric,52,demand:8; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,construction financing requirements Ontario,05-construction-financing-requirements.json
keyword-apartment-construction-financing,apartment construction financing,construction-financing-readiness,Construction-financing requirements and process,P2,feasibility-consideration,commercial,10,,,0,numeric-discovery-metric,52,demand:8; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,construction financing requirements Ontario,05-construction-financing-requirements.json | 07-exact-longtail-metrics.json
keyword-builder-financing-construction,builder financing construction,builder-capital-readiness,Builder working capital and project-readiness,P2,feasibility-consideration,commercial,10,,,0.86,numeric-discovery-metric,52,demand:8; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Builder-readiness guide + document checklist + qualification pathway,construction financing requirements Ontario,05-construction-financing-requirements.json
keyword-builder-financing-new-construction,builder financing new construction,builder-capital-readiness,Builder working capital and project-readiness,P2,feasibility-consideration,commercial,10,,3.36,0.57,numeric-discovery-metric,52,demand:8; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Builder-readiness guide + document checklist + qualification pathway,construction financing requirements Ontario,05-construction-financing-requirements.json
keyword-commercial-construction-financing-options,commercial construction financing options,construction-financing-readiness,Construction-financing requirements and process,P2,feasibility-consideration,commercial,10,,,,numeric-discovery-metric,52,demand:8; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,construction financing requirements Ontario,05-construction-financing-requirements.json
keyword-modular-construction-financing,modular construction financing,modular-prefab-financing,Modular/prefabricated construction financing,P2,feasibility-consideration,commercial,10,,,,numeric-discovery-metric,52,demand:8; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Financing-readiness guide for off-site deposits and takeout compatibility,construction financing requirements Ontario,05-construction-financing-requirements.json
keyword-multi-family-construction-financing,multi family construction financing,construction-financing-readiness,Construction-financing requirements and process,P2,feasibility-consideration,commercial,10,,3.47,0.43,numeric-discovery-metric,52,demand:8; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,construction financing requirements Ontario,05-construction-financing-requirements.json | 07-exact-longtail-metrics.json
keyword-new-construction-financing-options,new construction financing options,construction-financing-readiness,Construction-financing requirements and process,P2,feasibility-consideration,commercial,10,,1.3,0.57,numeric-discovery-metric,52,demand:8; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,construction financing requirements Ontario,05-construction-financing-requirements.json
keyword-cmhc-mli-select-fees,cmhc mli select fees,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,feasibility-consideration,,,,,0,exact-row-returned-volume-unavailable,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,07-exact-longtail-metrics.json
keyword-construction-draw-financing,construction draw financing,draw-schedule-cash-flow,"Construction draw schedules, cash-flow gaps, and DrawFlow",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Explainer + worked schedule + downloadable template + comparison + video,,
keyword-construction-draws-on-demand,construction draws on demand,draw-schedule-cash-flow,"Construction draw schedules, cash-flow gaps, and DrawFlow",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Explainer + worked schedule + downloadable template + comparison + video,,
keyword-garden-suite-construction-loan,garden suite construction loan,garden-suite-cost-feasibility,"Garden-suite cost, feasibility, permits, rent, and ROI",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Local feasibility guide + cost model + permit/source navigator,,
keyword-milestone-based-construction-financing,milestone based construction financing,draw-schedule-cash-flow,"Construction draw schedules, cash-flow gaps, and DrawFlow",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Explainer + worked schedule + downloadable template + comparison + video,,
keyword-mli-select-30-year-amortization,mli select 30 year amortization,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,
keyword-mli-select-5-units,mli select 5 units,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,
keyword-mli-select-construction-financing,mli select construction financing,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,feasibility-consideration,,,,5.88,0.19,exact-row-returned-volume-unavailable,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,07-exact-longtail-metrics.json
keyword-mli-select-dscr,mli select dscr,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,
keyword-mli-select-eligibility,mli select eligibility,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,
keyword-mli-select-minimum-units,mli select minimum units,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,
keyword-mli-select-refinance,mli select refinance,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,
keyword-mli-select-takeout-financing,mli select takeout financing,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,
keyword-mli-select-vs-mli-standard,mli select vs mli standard,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,
keyword-reimbursement-draw-construction-loan,reimbursement draw construction loan,draw-schedule-cash-flow,"Construction draw schedules, cash-flow gaps, and DrawFlow",P1,feasibility-consideration,,,,,,exact-request-returned-no-row,52,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:13,cluster-live-serp-observed,Explainer + worked schedule + downloadable template + comparison + video,,
keyword-commercial-construction-financing-rates,commercial construction financing rates,construction-financing-readiness,Construction-financing requirements and process,P2,buying-signal,commercial,10,,,0,numeric-discovery-metric,50,demand:8; attainability:6; local:7; asset-fit:9; funnel:10; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,construction financing requirements Ontario,05-construction-financing-requirements.json
keyword-construction-financing-for-customers,construction financing for customers,construction-financing-readiness,Construction-financing requirements and process,P2,buying-signal,commercial,10,,,,numeric-discovery-metric,50,demand:8; attainability:6; local:7; asset-fit:9; funnel:10; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,construction financing requirements Ontario,05-construction-financing-requirements.json
keyword-construction-financing-near-me,construction financing near me,construction-financing-readiness,Construction-financing requirements and process,P2,buying-signal,commercial,10,,,0.89,numeric-discovery-metric,50,demand:8; attainability:6; local:7; asset-fit:9; funnel:10; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,construction financing requirements Ontario,05-construction-financing-requirements.json
keyword-cmhc-mli-select-rates,cmhc mli select rates,mli-select-requirements,"MLI Select requirements, scoring, and takeout readiness",P1,buying-signal,,,,,,exact-request-returned-no-row,50,demand:5; attainability:6; local:7; asset-fit:9; funnel:10; strategic:13,cluster-live-serp-observed,Primary-source-backed program guide + eligibility checklist + scenario calculator,,
keyword-bank-declined-construction-loan,bank declined construction loan,builder-capital-readiness,Builder working capital and project-readiness,P2,feasibility-consideration,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Builder-readiness guide + document checklist + qualification pathway,,
keyword-builder-financing-for-multiple-projects,builder financing for multiple projects,builder-capital-readiness,Builder working capital and project-readiness,P2,feasibility-consideration,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Builder-readiness guide + document checklist + qualification pathway,,
keyword-builder-working-capital-financing,builder working capital financing,builder-capital-readiness,Builder working capital and project-readiness,P2,feasibility-consideration,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Builder-readiness guide + document checklist + qualification pathway,,
keyword-construction-budget-contingency-percentage,construction budget contingency percentage,construction-financing-readiness,Construction-financing requirements and process,P2,awareness-research,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,,
keyword-construction-completion-financing,construction completion financing,construction-financing-readiness,Construction-financing requirements and process,P2,feasibility-consideration,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,,
keyword-construction-loan-interest-calculation,construction loan interest calculation,construction-financing-readiness,Construction-financing requirements and process,P2,feasibility-consideration,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,,
keyword-construction-loan-interest-reserve,construction loan interest reserve,construction-financing-readiness,Construction-financing requirements and process,P2,awareness-research,,,,,0,exact-row-returned-volume-unavailable,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Requirements guide + budget/document checklist + financing process map,,07-exact-longtail-metrics.json
keyword-construction-takeout-financing,construction takeout financing,rental-conversion-takeout,"Rental conversion, stabilization, and construction-to-takeout planning",P2,feasibility-consideration,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,End-to-end conversion and takeout roadmap,,
keyword-fourplex-vs-fiveplex-financing,fourplex vs fiveplex financing,multiplex-feasibility,"Multiplex feasibility, conversion, and 5+ unit boundary",P2,awareness-research,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Feasibility guide + property-screening checklist + 2–4 versus 5+ decision tree,,
keyword-modular-home-construction-financing,modular home construction financing,modular-prefab-financing,Modular/prefabricated construction financing,P2,feasibility-consideration,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Financing-readiness guide for off-site deposits and takeout compatibility,,
keyword-project-finance-for-contractors,project finance for contractors,builder-capital-readiness,Builder working capital and project-readiness,P2,feasibility-consideration,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Builder-readiness guide + document checklist + qualification pathway,,
keyword-rental-property-conversion-financing,rental property conversion financing,rental-conversion-takeout,"Rental conversion, stabilization, and construction-to-takeout planning",P2,feasibility-consideration,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,End-to-end conversion and takeout roadmap,,
keyword-stalled-construction-project-financing,stalled construction project financing,builder-capital-readiness,Builder working capital and project-readiness,P2,feasibility-consideration,,,,,,exact-request-returned-no-row,49,demand:5; attainability:6; local:7; asset-fit:9; funnel:12; strategic:10,candidate-needs-live-serp,Builder-readiness guide + document checklist + qualification pathway,,
keyword-construction-financing-for-contractors,construction financing for contractors,builder-capital-readiness,Builder working capital and project-readiness,P2,buying-signal,,,,,,exact-row-returned-volume-unavailable,47,demand:5; attainability:6; local:7; asset-fit:9; funnel:10; strategic:10,candidate-needs-live-serp,Builder-readiness guide + document checklist + qualification pathway,,07-exact-longtail-metrics.json
keyword-construction-financing-for-first-time-developer,construction financing for first time developer,builder-capital-readiness,Builder working capital and project-readiness,P2,buying-signal,,,,,,exact-request-returned-no-row,47,demand:5; attainability:6; local:7; asset-fit:9; funnel:10; strategic:10,candidate-needs-live-serp,Builder-readiness guide + document checklist + qualification pathway,,
